index,id,water,uv,area,fertilizer_usage,yield,pesticides,region,categories,a,b,c,d,yieldperhectare
309,568,4.652,73.95748788,6.677,2,67.548,3.301,3,"d,b,c",0,1,1,1,10.12
310,166,2.112,68.282,6.68,2,47.695,2.09,2,"c,b",0,1,1,0,7.14
311,707,9.804,83.158,6.693,1,57.303,2.566,1,"c,a",1,0,1,0,8.56
312,585,5.364,55.059,6.727,1,36.982,1.666,2,"c,b,d",0,1,1,1,5.5
313,444,8.437,76.461,6.741,4,71.185,6.077,1,"d,c,b",0,1,1,1,10.56
314,18,12.22354593,77.431,6.779,0,38.773,4.901,0,"b,d,a",1,1,0,1,5.72
315,903,7.379,72.252,6.788,2,35.202,0.627,1,c,0,0,1,0,5.19
316,625,6.642,78.919,6.789,1,34.81,7.276,2,"a,d,b",1,1,0,1,5.13
317,199,12.22354593,61.039,6.806,2,78.449,5.616,2,d,0,0,0,1,11.53
318,101,8.085,87.863,6.808,4,86.371,4.187,4,d,0,0,0,1,12.69
319,638,9.129,80.865,6.818,4,85.848,4.342,2,"b,d",0,1,0,1,12.59
320,9,4.321,79.671,6.818,0,11.65,1.255,5,"b,d",0,1,0,1,1.71
321,863,4.67,65.325,6.819,0,39.212,6.593,1,"b,c",0,1,1,0,5.75
322,225,13.101,92.968,6.821,4,55.365,4.963,6,"d,a",1,0,0,1,8.12
323,303,12.22354593,77.619,6.824,1,30.967,1.497,0,"a,c,b,d",1,1,1,1,4.54
324,272,7.991,74.773,6.829,5,74.085,0.969,1,"c,b,d",0,1,1,1,10.85
325,908,10.414,63.536,6.836,2,85.334,3.339,3,d,0,0,0,1,12.48
326,475,11.465,77.541,6.846,3,73.74,5.27,1,"b,c",0,1,1,0,10.77
327,115,7.6,73.851,6.85,4,82.601,3.106,1,"a,c,b,d",1,1,1,1,12.06
328,411,2.118,94.239,6.856,2,41.243,1.174,2,c,0,0,1,0,6.02
329,93,2.165,75.755,6.857,0,61.07,3.863,1,"b,d",0,1,0,1,8.91
330,151,7.667,67.442,6.859,3,61.326,1.76,1,"d,c,a",1,0,1,1,8.94
331,387,7.369,83.28,6.873,3,68.564,6.032,2,"b,c,a",1,1,1,0,9.98
332,406,6.483,67.668,6.889,0,51.024,3.469,1,"a,c,b,d",1,1,1,1,7.41
333,202,7.846,74.047,6.89,3,66.577,1.837,3,a,1,0,0,0,9.66
334,651,3.612,65.987,6.892,0,52.624,2.927,2,c,0,0,1,0,7.64
335,952,12.22354593,70.481,6.898,0,39.184,5.035,0,"c,a,b,d",1,1,1,1,5.68
336,40,7.598,71.507,6.905,2,70.029,3.585,2,"d,a",1,0,0,1,10.14
337,195,7.228,73.033,6.907,1,57.935,4.603,1,"a,c,d",1,0,1,1,8.39
338,793,6.27,76.909,6.907,0,23.74,5.705,2,"d,b,c",0,1,1,1,3.44
339,255,6.389,78.913,6.911,0,30.194,2.819,6,"c,a,b",1,1,1,0,4.37
340,712,8.434,79.573,6.917,5,79.586,1.242,3,"d,b,c",0,1,1,1,11.51
341,928,5.125,63.334,6.938,3,46.125,0.859,3,"c,b,a",1,1,1,0,6.65
342,134,10.327,82.679,6.939,3,79.125,3.326,2,"a,b,c",1,1,1,0,11.4
343,637,8.786,72.598,6.939,4,51.203,2.333,6,"b,d,a",1,1,0,1,7.38
344,159,11.314,60.627,6.943,4,86.738,3.842,2,"c,d,b,a",1,1,1,1,12.49
345,617,4.049,87.983,6.944,3,57.918,5.777,2,b,0,1,0,0,8.34
346,508,6.07,64.494,6.947,0,51.818,4.551,1,"c,b,d,a",1,1,1,1,7.46
347,230,7.864,71.261,6.951,5,90.602,5.128,1,a,1,0,0,0,13.03
348,580,4.93,79.754,6.951,1,59.147,3.996,2,"a,c,b,d",1,1,1,1,8.51
349,209,5.459,74.754,6.955,1,43.394,5.636,2,c,0,0,1,0,6.24
350,497,1.219,88.294,6.957,3,34.811,1.555,6,"a,b",1,1,0,0,5
351,663,4.935,66.508,6.959,5,46.902,1.16,5,"d,a,c",1,0,1,1,6.74
352,806,9.524,90.516,6.962,4,68.347,0.878,3,"a,c,b",1,1,1,0,9.82
353,620,9.08,56.646,6.967,2,58.129,0.861,2,"b,c,a",1,1,1,0,8.34
354,678,4.945,70.92,6.971,1,34.591,6.386,2,"c,b",0,1,1,0,4.96
355,380,10.085,65.964,6.976,3,57.012,0.552,4,"d,c",0,0,1,1,8.17
356,676,8.682,74.681,6.98,4,47.558,1.28,5,a,1,0,0,0,6.81
357,748,3.739,66.871,6.984,4,48.397,1.487,6,"d,b",0,1,0,1,6.93
358,335,10.097,68.791,6.986,1,76.502,2.563,3,"d,c",0,0,1,1,10.95
359,747,8.132,90.752,6.991,0,39.963,5.793,0,"d,a,b",1,1,0,1,5.72
360,176,10.284,79.466,7.005,4,72.088,1.474,2,"c,b,a",1,1,1,0,10.29
361,761,4.127,67.246,7.008,0,32.215,1.797,3,"c,a,b",1,1,1,0,4.6
362,12,4.138,81.061,7.035,3,65.216,4.637,3,b,0,1,0,0,9.27
363,31,6.61,62.158,7.037,3,53.509,1.539,2,"d,c,b,a",1,1,1,1,7.6
364,513,6.303,91.622,7.047,1,44.016,1.358,2,"b,d,a",1,1,0,1,6.25
365,767,11.029,73.95748788,7.047,4,99.586,3.069,3,a,1,0,0,0,14.13
366,226,6.105,64.557,7.052,3,80.942,4.844,0,"a,c,d,b",1,1,1,1,11.48
367,817,9.86,77.807,7.054,4,89.388,4.07,2,"d,a,c",1,0,1,1,12.67
368,543,7.002,77.214,7.058,0,39.771,2.79,2,"b,d,a",1,1,0,1,5.63
369,802,4.969,68.191,7.066,4,49.467,2.259,6,"d,c,a,b",1,1,1,1,7
370,685,7.133,92.965,7.069,4,54.473,5.503,5,d,0,0,0,1,7.71
371,131,9.406,72.626,7.076,4,70.959,1.038,1,a,1,0,0,0,10.03
372,522,6.386,77.277,7.087,3,69.695,4.361,3,"b,d",0,1,0,1,9.83
373,384,4.599,68.834,7.091,5,48.509,6.633,5,a,1,0,0,0,6.84
374,921,7.634,89.935,7.092,0,18.405,0.117,2,b,0,1,0,0,2.6
375,443,11.466,73.95748788,7.093,4,81.984,3.628,1,c,0,0,1,0,11.56
376,433,6.434,73.95748788,7.105,3,69.169,3.756,0,"b,d,c",0,1,1,1,9.74
377,855,2.112,69.586,7.107,3,52.502,5.912,2,c,0,0,1,0,7.39
378,359,6.883,80.304,7.111,0,33.675,3.49,2,c,0,0,1,0,4.74
379,599,6.263,94.207,7.121,5,85.985,2.03,3,d,0,0,0,1,12.07
380,867,4.871,65.021,7.123,4,85.681,3.873,1,"b,a,c,d",1,1,1,1,12.03
381,598,9.308,81.528,7.13,2,54.124,0.143,3,"a,b",1,1,0,0,7.59
382,865,8.835,93.292,7.145,1,59.83,5.989,2,"d,c,a",1,0,1,1,8.37
383,559,5.359,71.02,7.162,2,60.974,3.021,0,"c,a,d,b",1,1,1,1,8.51
384,192,10.135,55.212,7.167,3,51.148,5.139,6,"a,d",1,0,0,1,7.14
385,940,6.076,101.857,7.168,3,44.429,0.116,2,"c,a,b",1,1,1,0,6.2
386,286,8.442,73.95748788,7.168,5,76.485,0.953,2,"a,d",1,0,0,1,10.67
387,694,10.027,53.44,7.17,3,61.716,0.879,3,"d,b,c",0,1,1,1,8.61
388,244,3.683,73.731,7.175,4,50.185,2.385,6,b,0,1,0,0,6.99
389,703,1.613,72.889,7.186,0,55.694,3.565,2,"a,d,b",1,1,0,1,7.75
390,2,9.731,78.506,7.189,1,63.391,2.455,1,d,0,0,0,1,8.82
391,595,6.891,66.096,7.189,3,61.489,0.562,3,"d,b,c",0,1,1,1,8.55
392,390,9.226,81.843,7.198,4,57.729,4.119,6,"b,c",0,1,1,0,8.02
393,810,7.719,73.422,7.201,0,42.193,3.446,1,d,0,0,0,1,5.86
394,917,8.466,67.136,7.204,4,70.123,0.713,2,a,1,0,0,0,9.73
395,418,6.83,69.76,7.207,0,30.602,6.68,2,"b,c",0,1,1,0,4.25
396,762,5.629,65.039,7.221,0,30.133,4.367,6,a,1,0,0,0,4.17
397,188,10.732,73.95748788,7.242,1,51.86,7.048,2,"d,b",0,1,0,1,7.16
398,919,12.22354593,70.471,7.255,2,40.23,0.287,2,d,0,0,0,1,5.55
399,636,8.919,78.254,7.259,1,36.475,3.535,6,b,0,1,0,0,5.02
400,178,4.755,66.137,7.264,5,90.85,3.545,3,c,0,0,1,0,12.51
401,308,1.881,73.95748788,7.268,0,27.604,6.628,1,"d,c,b",0,1,1,1,3.8
402,233,8.19,81.633,7.268,5,99.274,4.084,2,"c,b",0,1,1,0,13.66
403,471,3.362,73.735,7.271,2,35.294,2.544,5,d,0,0,0,1,4.85
404,11,2.125,79.798,7.277,0,26.292,3.897,5,"a,b,c",1,1,1,0,3.61
405,974,3.956,81.259,7.294,3,66.757,4.562,2,d,0,0,0,1,9.15
406,795,2.503,70.783,7.308,2,64.891,3.849,2,"b,d,a",1,1,0,1,8.88
407,467,6.501,71.291,7.327,3,68.952,4.45,4,"c,b,d,a",1,1,1,1,9.41
408,745,8.855,66.946,7.332,2,58.585,4.884,5,"c,a",1,0,1,0,7.99
409,322,5.091,71.869,7.333,3,60.631,6.69,1,"c,a,d",1,0,1,1,8.27
410,769,4.141,66.363,7.338,0,33.461,2.712,2,"c,b,d,a",1,1,1,1,4.56
411,325,1.989,67.951,7.346,2,44.543,1.448,3,b,0,1,0,0,6.06
412,432,4.894,81.589,7.362,1,43.299,1.85,2,"d,b",0,1,0,1,5.88
413,861,7.893,69.592,7.364,5,49.527,0.333,6,"c,b",0,1,1,0,6.73
414,518,6.11,89.28,7.367,1,37.244,0.321,0,"c,b,d",0,1,1,1,5.06
415,445,6.852,83.665,7.373,1,54.876,7.09,2,"d,b,a",1,1,0,1,7.44
416,874,8.144,98.719,7.374,4,87.531,3.284,3,"d,b,c",0,1,1,1,11.87
417,997,10.373,78.225,7.378,3,76.608,5.459,2,b,0,1,0,0,10.38
418,977,12.22354593,71.619,7.383,1,41.035,6.506,3,d,0,0,0,1,5.56
419,896,4.805,59.935,7.387,1,51.395,5.023,0,"b,c,a",1,1,1,0,6.96
420,329,2.809,70.072,7.388,1,38.599,1.194,1,c,0,0,1,0,5.22
421,96,12.114,83.764,7.389,5,74.554,0.343,1,"d,b,c,a",1,1,1,1,10.09
422,186,7.949,91.506,7.389,2,48.315,1.534,3,d,0,0,0,1,6.54
423,976,5.405,59.843,7.396,2,55.162,2.746,3,a,1,0,0,0,7.46
424,203,5.659,77.429,7.397,3,67.587,2.304,2,"d,b,c",0,1,1,1,9.14
425,779,5.927,81.482,7.432,0,24.274,0.781,6,d,0,0,0,1,3.27
426,721,8.281,77.932,7.441,1,53.726,4.629,3,"d,a,c",1,0,1,1,7.22
427,395,9.783,58.898,7.452,1,36.829,6.134,6,"d,a,c",1,0,1,1,4.94
428,982,0.874,70.592,7.457,0,16.276,6.273,6,"c,b,d,a",1,1,1,1,2.18
429,143,8.806,67.353,7.458,3,86.398,3.746,3,"b,c,a",1,1,1,0,11.58
430,567,10.692,66.474,7.459,2,51.772,1.872,6,c,0,0,1,0,6.94
431,733,12.646,66.089,7.465,4,76.855,1.054,3,"d,c,a",1,0,1,1,10.3
432,891,6.106,69.926,7.488,3,64.873,5.43,2,"b,a",1,1,0,0,8.66
433,89,4.064,81.622,7.495,3,72.568,3.344,1,"c,b",0,1,1,0,9.68
434,937,5.622,64.888,7.502,2,38.821,0.267,2,"a,d",1,0,0,1,5.17
435,174,9.564,67.879,7.52,5,47.321,8.433,5,"d,b,c",0,1,1,1,6.29
436,581,4.923,90.242,7.524,4,68.295,0.164,4,"a,c,b,d",1,1,1,1,9.08
437,49,0.104,80.462,7.528,1,60.104,4.054,0,"c,a",1,0,1,0,7.98
438,737,11.319,73.95748788,7.53,2,97.228,4.361,2,c,0,0,1,0,12.91
439,309,12.22354593,60.744,7.534,1,47.164,2.393,2,a,1,0,0,0,6.26
440,117,12.588,68.651,7.534,3,86.926,3.56,2,"d,c",0,0,1,1,11.54
441,566,6.18,64.633,7.535,3,76.686,3.907,1,"c,a",1,0,1,0,10.18
442,756,14.217,65.374,7.549,3,64.37,0.769,2,c,0,0,1,0,8.53
443,615,7.776,53.224,7.556,3,77.652,2.353,2,"a,d,b,c",1,1,1,1,10.28
444,889,9.502,80.697,7.566,3,47.525,1.191,6,"d,b,a,c",1,1,1,1,6.28
445,578,8.968,80.342,7.568,5,95.882,5.373,2,"d,b,c",0,1,1,1,12.67
446,253,9.541,82.536,7.581,4,63.722,4.003,6,b,0,1,0,0,8.41
447,616,12.282,78.947,7.583,1,44.242,2.964,6,"c,b,d",0,1,1,1,5.83
448,466,7.623,71.149,7.594,4,84.383,5.63,2,d,0,0,0,1,11.11
449,893,3.463,66.538,7.595,3,73.179,3.493,2,"c,a,b",1,1,1,0,9.64
450,517,0.237,82.551,7.609,1,38.776,0.675,3,"c,b",0,1,1,0,5.1
451,729,3.104,64.944,7.614,2,59.673,2.381,1,"d,a,c",1,0,1,1,7.84
452,699,12.22354593,84.523,7.622,1,63.585,3.969,3,"b,d",0,1,0,1,8.34
453,691,4.014,78.605,7.627,1,26.96,1.049,6,"c,a,b",1,1,1,0,3.53
454,963,6.078,79.158,7.628,4,96.624,4.41,0,"d,b",0,1,0,1,12.67
455,990,4.447,67.429,7.633,0,40.012,3.563,3,"b,a,d",1,1,0,1,5.24
456,487,6.846,71.249,7.643,0,44.347,4.537,2,"d,c,b",0,1,1,1,5.8
457,790,9.95,66.649,7.653,3,79.727,5.66,3,"d,b",0,1,0,1,10.42
458,421,5.204,72.732,7.659,1,38.149,0.982,4,"c,b,d,a",1,1,1,1,4.98
459,88,5.371,50.072,7.665,1,50.892,2.272,2,"d,c",0,0,1,1,6.64
460,804,6.345,75.232,7.677,0,29.737,1.121,4,"c,d,b",0,1,1,1,3.87
461,648,10.953,65.541,7.678,2,83.392,2.265,4,a,1,0,0,0,10.86
462,613,7.497,92.81,7.683,1,28.812,0.087,2,"b,d,c,a",1,1,1,1,3.75
463,72,8.123,73.801,7.683,3,45.661,1.203,6,b,0,1,0,0,5.94
464,231,3.93,68.896,7.691,2,41.693,7.36,2,"b,d,a",1,1,0,1,5.42
465,885,8.482,54.953,7.693,4,78.854,1.379,0,"c,b",0,1,1,0,10.25
466,723,3.895,63.483,7.696,4,43.779,7.281,6,"c,b,d",0,1,1,1,5.69
467,234,5.01,86.127,7.698,0,48.511,6.974,2,"c,a,b",1,1,1,0,6.3
468,13,9.857,64.774,7.718,4,109.848,3.6,0,d,0,0,0,1,14.23
469,695,9.22,85.737,7.734,3,84.246,2.762,2,"b,c",0,1,1,0,10.89
470,833,10.821,67.255,7.737,1,61.919,3.266,6,a,1,0,0,0,8
471,897,7.287,65.089,7.748,0,47.079,1.949,1,"b,c,d",0,1,1,1,6.08
472,700,11.2,74.569,7.755,2,56.898,3.734,6,d,0,0,0,1,7.34
473,435,7.352,77.408,7.763,5,84.166,0.682,3,d,0,0,0,1,10.84
474,260,8.154,86.381,7.764,0,40.454,4.88,1,"b,d,c",0,1,1,1,5.21
475,792,9.031,73.95748788,7.764,2,63.153,2.561,2,"c,d,b",0,1,1,1,8.13
476,983,4.758,81.822,7.786,3,57.381,1.803,3,b,0,1,0,0,7.37
477,836,8.936,88.831,7.833,1,65.023,6.567,2,a,1,0,0,0,8.3
478,250,6.118,67.836,7.833,3,76.095,3.951,2,"d,c",0,0,1,1,9.71
479,821,6.286,65.808,7.834,4,89.362,3.732,2,"c,b",0,1,1,0,11.41
480,221,6.176,90.336,7.853,2,51.639,7.028,2,"b,c",0,1,1,0,6.58
481,235,4.781,67.782,7.859,3,77.405,4.892,3,"a,b",1,1,0,0,9.85
482,980,5.646,77.573,7.867,2,61.103,2.247,0,b,0,1,0,0,7.77
483,859,9.29,73.866,7.882,4,96.316,3.085,0,"c,b,d",0,1,1,1,12.22
484,618,3.75,61.025,7.888,0,27.792,1.802,5,c,0,0,1,0,3.52
485,237,9.218,66.077,7.889,3,66.4,0.076,2,"b,c,d",0,1,1,1,8.42
486,584,5.748,77.293,7.908,0,49.857,3.208,1,b,0,1,0,0,6.3
487,122,8.608,68.103,7.912,3,79.497,4.161,2,b,0,1,0,0,10.05
488,984,3.966,78.208,7.915,0,11.55,0.16,2,"b,a",1,1,0,0,1.46
489,939,6.609,106.31,7.918,0,37.575,1.805,0,"c,a",1,0,1,0,4.75
490,674,1.54,62.264,7.925,0,44.112,3.564,2,"b,d,a,c",1,1,1,1,5.57
491,477,6.891,67.972,7.925,4,99.159,3.535,4,"d,b,c,a",1,1,1,1,12.51
492,276,3.621,61.548,7.938,4,65.901,0.172,4,"c,b",0,1,1,0,8.3
493,710,1.928,65.215,7.946,0,43.056,2.125,3,"b,c,a",1,1,1,0,5.42
494,310,6.467,67.394,7.946,5,86.852,0.945,4,"d,b,a,c",1,1,1,1,10.93
495,573,4.418,86.677,7.951,2,40.141,0.368,2,"b,c",0,1,1,0,5.05
496,665,10.267,61.537,7.954,3,103.774,2.935,1,d,0,0,0,1,13.05
497,69,6.525,95.81,7.96,4,92.918,3.043,1,"a,b,c",1,1,1,0,11.67
498,292,7.377,69.84,7.978,3,85.2,4.361,2,d,0,0,0,1,10.68
499,339,8.344,70.526,7.986,2,42.269,4.745,5,"a,d,b",1,1,0,1,5.29
500,912,8.59,58.35,7.987,5,95.885,1.985,2,d,0,0,0,1,12.01
501,396,5.697,75.336,7.988,5,62.337,6.519,5,a,1,0,0,0,7.8
502,667,3.374,52.066,7.99,1,41.821,4.174,6,c,0,0,1,0,5.23
503,14,7.037,49.475,7.992,5,51.562,0.66,6,"d,b,c,a",1,1,1,1,6.45
504,777,5.376,74.839,8,3,56.698,1.075,3,b,0,1,0,0,7.09
505,52,2.562,71.158,8.002,0,51.531,3.577,4,c,0,0,1,0,6.44
506,206,4.89,82.063,8.025,1,63.378,4.616,1,c,0,0,1,0,7.9
507,881,7.14,79.603,8.028,0,44.138,2.56,1,a,1,0,0,0,5.5
508,798,3.303,66.695,8.029,0,41.437,6.328,1,c,0,0,1,0,5.16
509,369,10.417,80.555,8.033,2,52.698,8.036,3,"c,a",1,0,1,0,6.56
510,243,12.22354593,82.815,8.037,1,54.609,5.181,2,"b,d",0,1,0,1,6.79
511,141,2.447,73.95748788,8.039,0,46.293,1.964,1,c,0,0,1,0,5.76
512,489,11.369,71.429,8.039,5,106.065,2.944,2,"b,c,a",1,1,1,0,13.19
513,216,7.994,77.469,8.052,3,79.611,6.081,2,d,0,0,0,1,9.89
514,56,5.479,78.553,8.052,4,82.265,5.881,4,"b,a,d",1,1,0,1,10.22
515,503,3.89,68.096,8.054,1,35.143,6.245,6,"c,a",1,0,1,0,4.36
516,388,4.534,76.14,8.055,1,45.025,6.718,1,"d,a",1,0,0,1,5.59
517,424,7.043,73.78,8.059,2,68.626,3.606,0,"b,a",1,1,0,0,8.52
518,15,11.022,81.74,8.06,3,50.919,1.295,6,a,1,0,0,0,6.32
519,103,7.975,61.577,8.087,3,86.589,2.658,2,a,1,0,0,0,10.71
520,913,3.167,76.784,8.091,1,60.83,2.683,2,"d,b,c",0,1,1,1,7.52
521,328,8.195,47.922,8.092,4,51.967,6.179,6,"d,b,c,a",1,1,1,1,6.42
522,213,2.009,66.537,8.101,0,40.465,3.71,1,"b,c,a",1,1,1,0,5
523,381,6.735,99.227,8.105,1,39.838,1.434,2,d,0,0,0,1,4.92
524,155,5.332,73.585,8.105,3,61.599,6.58,2,"a,d,c,b",1,1,1,1,7.6
525,98,3.811,71.13,8.108,3,56.575,3.83,6,"c,a,d",1,0,1,1,6.98
526,673,9.82,91.879,8.123,1,40.446,6.621,6,a,1,0,0,0,4.98
527,19,0.911,71.769,8.139,1,33.981,0.452,4,"b,a",1,1,0,0,4.18
528,315,6.372,74.139,8.144,4,97.364,2.854,1,"a,c,b",1,1,1,0,11.96
529,995,5.457,70.622,8.163,3,89.809,4.224,2,c,0,0,1,0,11
530,314,5.757,91.983,8.169,1,59.407,5.049,2,c,0,0,1,0,7.27
531,86,12.22354593,98.031,8.177,3,68.304,0.585,1,b,0,1,0,0,8.35
532,241,4.652,73.47,8.197,0,34.771,5.779,4,b,0,1,0,0,4.24
533,687,7.821,73.95748788,8.202,2,47.694,6.384,6,"d,a",1,0,0,1,5.81
534,686,9.608,56.045,8.209,2,67.907,1.706,2,"d,c",0,0,1,1,8.27
535,672,4.488,83.678,8.211,1,47.713,2.302,1,"d,b",0,1,0,1,5.81
536,679,7.619,81.555,8.218,3,52.971,6.144,6,"d,c",0,0,1,1,6.45
537,589,5.462,64.138,8.232,4,97.993,2.618,2,"d,c,a",1,0,1,1,11.9
538,412,2.276,63.322,8.251,0,38.697,2.607,3,"c,a,b",1,1,1,0,4.69
539,167,8.278,79.21,8.254,2,43.322,8.002,1,"b,c,d",0,1,1,1,5.25
540,688,5.798,60.303,8.254,3,80.354,3.71,2,a,1,0,0,0,9.74
541,869,9.058,63.06,8.262,3,71.589,3.052,6,d,0,0,0,1,8.66
542,900,5.01,59.366,8.267,0,64.58,2.889,1,"c,a",1,0,1,0,7.81
543,32,6.534,85.997,8.271,5,69.548,4.994,6,"d,a,c",1,0,1,1,8.41
544,944,4.532,73.021,8.283,1,30.988,0.739,1,b,0,1,0,0,3.74
545,451,8.572,62.602,8.284,3,67.072,2.697,6,d,0,0,0,1,8.1
546,20,6.082,73.95748788,8.291,3,83.271,2.84,4,"d,c,a",1,0,1,1,10.04
547,877,6.701,66.803,8.3,1,64.009,2.043,1,"b,d,a",1,1,0,1,7.71
548,488,4.328,82.994,8.301,1,38.58,1.659,1,"c,a,d",1,0,1,1,4.65
549,494,5.287,85.363,8.302,3,75.17,4.81,1,c,0,0,1,0,9.05
550,463,9.51,72.989,8.303,4,83.798,1.122,2,"d,b,a",1,1,0,1,10.09
551,442,1.598,71.792,8.305,1,52.913,6.187,2,c,0,0,1,0,6.37
552,993,2.844,79.646,8.309,2,44.809,1.085,2,"d,a,b",1,1,0,1,5.39
553,708,5.265,78.051,8.313,1,68.985,3.782,1,"b,c,a,d",1,1,1,1,8.3
554,156,10.188,92.868,8.315,3,96.516,4.906,2,"c,a,b",1,1,1,0,11.61
555,816,5.886,82.397,8.322,1,56.456,5.502,1,b,0,1,0,0,6.78
556,901,12.22354593,73.95748788,8.333,0,33.778,0.317,2,"d,a",1,0,0,1,4.05
557,923,12.365,86.836,8.337,2,50.201,8.538,1,d,0,0,0,1,6.02
558,644,8.203,72.973,8.351,5,111.401,4.478,0,b,0,1,0,0,13.34
559,818,5.264,84.914,8.351,1,49.153,2.213,2,"c,a,b,d",1,1,1,1,5.89
560,30,1.833,76.075,8.355,0,34.281,2.268,5,c,0,0,1,0,4.1
561,654,0.782,69.273,8.359,1,48.082,5.813,2,"d,b",0,1,0,1,5.75
562,630,9.132,81.425,8.379,0,34.137,0.257,2,"c,b,d",0,1,1,1,4.07
563,417,4.01,68.326,8.38,3,52.876,0.336,0,"b,d,c",0,1,1,1,6.31
564,898,6.344,73.95748788,8.395,2,69.1,3.359,2,"a,b",1,1,0,0,8.23
565,483,4.458,88.309,8.405,1,65.169,4.138,3,"a,c",1,0,1,0,7.75
566,786,4.972,97.61,8.407,0,59.654,4.801,1,"a,d,b",1,1,0,1,7.1
567,319,6.944,68.218,8.417,3,63.15,0.7,3,"d,a,b",1,1,0,1,7.5
568,128,3.284,94.273,8.42,1,33.206,0.901,1,"d,b,c",0,1,1,1,3.94
569,586,5340,91.224,8.429,2,67.321,2.933,0,"c,a",1,0,1,0,7.99
570,594,15.214,66.904,8.438,3,86.742,1.91,1,"a,b,c,d",1,1,1,1,10.28
571,368,5.582,65.149,8.438,2,60.064,2.546,2,b,0,1,0,0,7.12
572,739,11.185,58.887,8.487,5,61.403,6.961,6,"d,b",0,1,0,1,7.23
573,55,7.613,87.068,8.498,4,74.705,8.212,4,"c,b",0,1,1,0,8.79
574,452,8.376,70.244,8.503,2,46.469,0.582,2,"b,d",0,1,0,1,5.47
575,111,7.265,73.711,8.505,5,64.702,6.365,6,"c,a,b",1,1,1,0,7.61
576,659,8.731,78.227,8.521,3,54.829,1.606,5,d,0,0,0,1,6.43
577,132,10.567,67.19,8.525,4,99.703,2.364,3,"c,b,a",1,1,1,0,11.7
578,547,10.089,59.263,8.542,3,54.497,6.387,6,c,0,0,1,0,6.38
579,92,6.197,81.842,8.547,0,47.552,5.069,3,d,0,0,0,1,5.56
580,397,5.889,88.109,8.554,0,25.559,1.121,2,"d,a,c,b",1,1,1,1,2.99
581,774,4.637,73.95748788,8.554,3,68.018,1.877,4,b,0,1,0,0,7.95
582,82,8.312,57.226,8.571,5,103.413,4.87,2,"a,b",1,1,0,0,12.07
583,227,5.111,83.749,8.572,0,54.893,4.916,2,c,0,0,1,0,6.4
584,772,6.939,81.026,8.582,1,58.2,3.043,2,a,1,0,0,0,6.78
585,989,7.85,90.778,8.592,3,45.643,0.187,6,"b,d,c,a",1,1,1,1,5.31
586,119,6.039,83.635,8.6,2,35.889,1.169,6,b,0,1,0,0,4.17
587,909,8.597,69.929,8.615,1,62.41,4.482,1,"b,d,c",0,1,1,1,7.24
588,298,2.161,70.267,8.619,2,42.821,8.254,2,"b,c,a",1,1,1,0,4.97
589,378,3.123,73.95748788,8.619,0,59.597,5.243,3,"d,b",0,1,0,1,6.91
590,757,5.884,85.235,8.62,3,85.421,3.557,0,"b,c",0,1,1,0,9.91
591,536,9.403,68.497,8.624,2,108.664,3.323,1,d,0,0,0,1,12.6
592,222,8.093,83.305,8.624,1,50.54,2.283,6,"a,b,c",1,1,1,0,5.86
593,962,4.784,62.471,8.627,1,65.373,3.334,2,"c,d",0,0,1,1,7.58
594,58,5.927,66.991,8.628,1,51.585,1.845,2,"c,d,b",0,1,1,1,5.98
595,538,2.925,60.833,8.633,1,39.785,0.221,2,d,0,0,0,1,4.61
596,441,5.651,87.526,8.646,1,54.42,5.452,1,"d,b",0,1,0,1,6.29
597,470,4.857,81.519,8.655,0,39.599,3.35,6,"b,c,a",1,1,1,0,4.58
598,524,5.415,80.406,8.66,2,39.515,0.565,6,"d,a,b,c",1,1,1,1,4.56
599,951,6.92,76.768,8.662,3,76.415,2.984,2,"a,c",1,0,1,0,8.82
600,592,1.834,84.036,8.667,1,33.741,0.387,2,"b,d,c",0,1,1,1,3.89
601,934,9.678,73.246,8.679,3,96.533,4.735,2,"a,b,c",1,1,1,0,11.12
602,84,5.385,84.677,8.683,4,68.505,3.262,6,"b,c,a",1,1,1,0,7.89
603,858,9.683,86.771,8.693,3,68.296,3.887,6,"d,c",0,0,1,1,7.86
604,882,11.258,87.952,8.702,3,88.469,2.227,1,"c,b",0,1,1,0,10.17
605,892,10.26,66.09,8.717,2,64.509,2.279,5,"d,b",0,1,0,1,7.4
606,642,5.475,73.842,8.726,3,92.738,3.641,2,"a,b,c",1,1,1,0,10.63
607,297,3.575,60.384,8.735,1,45.403,1.142,1,c,0,0,1,0,5.2
608,785,8.941,69.738,8.745,2,59.026,1.789,3,"b,a,d,c",1,1,1,1,6.75
609,969,9.027,78.108,8.749,4,84.233,0.741,3,"a,c,b",1,1,1,0,9.63
610,430,5.548,73.95748788,8.752,0,40.052,3.603,5,b,0,1,0,0,4.58
611,61,6.509,87.019,8.775,1,34.607,6.48,6,a,1,0,0,0,3.94
612,846,11.305,91.337,8.797,3,59.186,9.532,1,d,0,0,0,1,6.73
613,534,7.622,73.944,8.813,2,81.939,2.3,1,"d,a,b",1,1,0,1,9.3
614,706,10.898,58.176,8.815,2,89.722,2.817,4,"c,d,b",0,1,1,1,10.18
615,789,5.688,76.387,8.818,2,70.489,3.351,3,"b,d,a",1,1,0,1,7.99
616,170,2.304,59.457,8.818,0,47.411,4.139,6,d,0,0,0,1,5.38
